episode,step,reward,epsilon,vehicle_location_edge_id,destination_edge_id,out_lanes,action_chosen,best_choice,q_values,stage,done
20,10,-0.02,0.9801888648295347,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,9w,,pickup,0
20,11,0.025,0.9801888648295347,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,,pickup,0
20,12,-0.02,0.9801888648295347,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,10e,,pickup,0
20,13,0.025,0.9801888648295347,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,,pickup,0
20,14,-0.02,0.9801888648295347,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
20,15,0.025,0.9801888648295347,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,,pickup,0
20,16,-0.02,0.9801888648295347,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,9w,,pickup,0
20,17,0.025,0.9801888648295347,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,,pickup,0
20,18,-0.02,0.9801888648295347,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
20,19,0.025,0.9801888648295347,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",t,13n,,pickup,0
20,20,-0.02,0.9801888648295347,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,13s,,pickup,0
20,21,-0.15,0.9801888648295347,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,13s,,done,1
21,1,-0.02,0.9792086759647052,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,,pickup,0
21,2,-0.02,0.9792086759647052,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
21,3,0.025,0.9792086759647052,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
21,4,-0.02,0.9792086759647052,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
21,5,-0.02,0.9792086759647052,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",r,5n,,pickup,0
21,6,-0.15,0.9792086759647052,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",s,5n,,done,1
22,1,-0.02,0.9782294672887405,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
22,2,0,0.9782294672887405,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,13s,,pickup,0
22,3,-0.02,0.9782294672887405,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,2w,,pickup,0
22,4,0.025,0.9782294672887405,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,10e,,pickup,0
22,5,-0.02,0.9782294672887405,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,,pickup,0
22,6,0.025,0.9782294672887405,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",s,13s,,pickup,0
22,7,-0.15,0.9782294672887405,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",s,13s,,done,1
23,1,-0.02,0.9772512378214517,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
23,2,0.025,0.9772512378214517,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",r,13s,,pickup,0
23,3,-0.02,0.9772512378214517,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",t,10w,,pickup,0
23,4,-0.02,0.9772512378214517,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,9w,,pickup,0
23,5,-0.15,0.9772512378214517,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",s,9w,,done,1
24,1,-0.02,0.9762739865836303,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
24,2,0,0.9762739865836303,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,6n,,pickup,0
24,3,-0.02,0.9762739865836303,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,2w,,pickup,0
24,4,0.025,0.9762739865836303,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,10e,,pickup,0
24,5,-0.02,0.9762739865836303,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,,pickup,0
24,6,0.025,0.9762739865836303,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",t,6n,,pickup,0
24,7,-0.02,0.9762739865836303,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",r,14s,,pickup,0
24,8,0.025,0.9762739865836303,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",t,10e,,pickup,0
24,9,0.025,0.9762739865836303,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",r,14s,,pickup,0
24,10,0.025,0.9762739865836303,21s,21n,"{'r': '24w', 't': '21n'}",s,21s,,pickup,0
24,11,-0.15,0.9762739865836303,24w,21n,"{'r': '20n', 's': '23w', 't': '24e'}",l,21s,,done,1
25,1,-0.02,0.9752977125970467,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
25,2,0,0.9752977125970467,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,6n,,pickup,0
25,3,-0.02,0.9752977125970467,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,2w,,pickup,0
25,4,0.025,0.9752977125970467,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,13s,,pickup,0
25,5,-0.02,0.9752977125970467,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,2w,,pickup,0
25,6,0.025,0.9752977125970467,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,13s,,pickup,0
25,7,-0.02,0.9752977125970467,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
25,8,0.025,0.9752977125970467,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,10e,,pickup,0
25,9,-0.15,0.9752977125970467,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",s,10e,,done,1
26,1,-0.02,0.9743224148844496,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
26,2,0.025,0.9743224148844496,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,13s,,pickup,0
26,3,0.025,0.9743224148844496,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",t,13n,,pickup,0
26,4,0.025,0.9743224148844496,20n,21n,"{'r': '17e', 's': '13n', 'l': '16w', 't': '20s'}",r,23w,,pickup,0
26,5,-0.02,0.9743224148844496,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",r,17e,,pickup,0
26,6,0.025,0.9743224148844496,20n,21n,"{'r': '17e', 's': '13n', 'l': '16w', 't': '20s'}",r,23w,,pickup,0
26,7,-0.02,0.9743224148844496,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",l,16w,,pickup,0
26,8,0.025,0.9743224148844496,20n,21n,"{'r': '17e', 's': '13n', 'l': '16w', 't': '20s'}",r,23w,,pickup,0
26,9,-0.02,0.9743224148844496,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",t,20s,,pickup,0
26,10,0.025,0.9743224148844496,20n,21n,"{'r': '17e', 's': '13n', 'l': '16w', 't': '20s'}",l,24e,,pickup,0
26,11,-0.02,0.9743224148844496,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",r,17e,,pickup,0
26,12,0.025,0.9743224148844496,20n,21n,"{'r': '17e', 's': '13n', 'l': '16w', 't': '20s'}",l,24e,,pickup,0
26,13,-0.02,0.9743224148844496,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",l,16w,,pickup,0
26,14,-0.15,0.9743224148844496,20n,21n,"{'r': '17e', 's': '13n', 'l': '16w', 't': '20s'}",s,16w,,done,1
27,1,-0.02,0.9733480924695651,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
27,2,0.025,0.9733480924695651,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,10e,,pickup,0
27,3,0.025,0.9733480924695651,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,,pickup,0
27,4,-0.02,0.9733480924695651,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,13s,,pickup,0
27,5,0,0.9733480924695651,16w,21n,"{'r': '12n', 's': '15w', 'l': '19s', 't': '16e'}",l,17e,,pickup,0
27,6,0.025,0.9733480924695651,16e,21n,"{'r': '20s', 's': '17e', 'l': '13n', 't': '16w'}",s,15w,,pickup,0
27,7,-0.02,0.9733480924695651,16w,21n,"{'r': '12n', 's': '15w', 'l': '19s', 't': '16e'}",r,20s,,pickup,0
27,8,0.025,0.9733480924695651,16e,21n,"{'r': '20s', 's': '17e', 'l': '13n', 't': '16w'}",t,16e,,pickup,0
27,9,0.025,0.9733480924695651,17e,21n,"{'r': '21s', 'l': '14n', 't': '17w'}",s,17e,,pickup,0
27,10,-0.02,0.9733480924695651,14n,21n,"{'s': '7n', 'l': '10w', 't': '14s'}",r,21s,,pickup,0
27,11,-0.02,0.9733480924695651,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",t,14s,,pickup,0
27,12,-0.15,0.9733480924695651,14n,21n,"{'s': '7n', 'l': '10w', 't': '14s'}",l,14s,,done,1
28,1,-0.02,0.9723747443770956,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
28,2,0.025,0.9723747443770956,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",t,9w,,pickup,0
28,3,-0.02,0.9723747443770956,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",l,7n,,pickup,0
28,4,0.025,0.9723747443770956,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",t,10e,,pickup,0
28,5,-0.15,0.9723747443770956,7n,21n,"{'l': '3w', 't': '7s'}",s,10e,,done,1
29,1,-0.02,0.9714023696327185,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
29,2,0.025,0.9714023696327185,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",s,10e,,pickup,0
29,3,0.025,0.9714023696327185,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",l,7n,,pickup,0
29,4,0.025,0.9714023696327185,14n,21n,"{'s': '7n', 'l': '10w', 't': '14s'}",s,21s,,pickup,0
29,5,-0.02,0.9714023696327185,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",l,10w,,pickup,0
29,6,0.025,0.9714023696327185,14n,21n,"{'s': '7n', 'l': '10w', 't': '14s'}",r,17w,,pickup,0
29,7,-0.02,0.9714023696327185,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",s,7n,,pickup,0
29,8,0.025,0.9714023696327185,14n,21n,"{'s': '7n', 'l': '10w', 't': '14s'}",t,14n,,pickup,0
29,9,-0.02,0.9714023696327185,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",l,10w,,pickup,0
29,10,0.025,0.9714023696327185,14n,21n,"{'s': '7n', 'l': '10w', 't': '14s'}",t,14n,,pickup,0
29,11,-0.02,0.9714023696327185,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",s,7n,,pickup,0
29,12,-0.15,0.9714023696327185,14n,21n,"{'s': '7n', 'l': '10w', 't': '14s'}",l,7n,,done,1
30,1,-0.02,0.9704309672630859,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
30,2,0,0.9704309672630859,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,13s,,pickup,0
30,3,-0.02,0.9704309672630859,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,2w,,pickup,0
30,4,0.025,0.9704309672630859,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,13s,,pickup,0
30,5,-0.02,0.9704309672630859,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
30,6,0.025,0.9704309672630859,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,10e,,pickup,0
30,7,-0.02,0.9704309672630859,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,,pickup,0
30,8,0,0.9704309672630859,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,13s,,pickup,0
30,9,0.025,0.9704309672630859,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
30,10,-0.02,0.9704309672630859,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
30,11,-0.02,0.9704309672630859,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",l,12s,,pickup,0
30,12,-0.15,0.9704309672630859,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",s,12s,,done,1
31,1,-0.02,0.9694605362958227,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
31,2,0.025,0.9694605362958227,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,9w,,pickup,0
31,3,0.025,0.9694605362958227,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
31,4,-0.02,0.9694605362958227,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,9w,,pickup,0
31,5,0.025,0.9694605362958227,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,,pickup,0
31,6,-0.02,0.9694605362958227,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
31,7,0.025,0.9694605362958227,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,,pickup,0
31,8,-0.02,0.9694605362958227,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,10e,,pickup,0
31,9,0.025,0.9694605362958227,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
31,10,-0.02,0.9694605362958227,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,9w,,pickup,0
31,11,0.025,0.9694605362958227,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,"tensor([[-0.2437,  0.1583, -0.1337, -0.0658]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
31,12,-0.02,0.9694605362958227,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,13s,,pickup,0
31,13,0.025,0.9694605362958227,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,,pickup,0
31,14,-0.02,0.9694605362958227,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
31,15,0.025,0.9694605362958227,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
31,16,-0.02,0.9694605362958227,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,"tensor([[-0.2377,  0.1600, -0.1450, -0.0732]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
31,17,0.025,0.9694605362958227,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
31,18,-0.02,0.9694605362958227,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,13s,,pickup,0
31,19,0.025,0.9694605362958227,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",r,16w,,pickup,0
31,20,0.025,0.9694605362958227,20n,21n,"{'r': '17e', 's': '13n', 'l': '16w', 't': '20s'}",t,20n,,pickup,0
31,21,-0.15,0.9694605362958227,17e,21n,"{'r': '21s', 'l': '14n', 't': '17w'}",s,20n,,done,1
32,1,-0.02,0.9684910757595269,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
32,2,0,0.9684910757595269,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,9w,,pickup,0
32,3,-0.02,0.9684910757595269,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,2w,,pickup,0
32,4,0.025,0.9684910757595269,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,10e,,pickup,0
32,5,-0.02,0.9684910757595269,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
32,6,0.025,0.9684910757595269,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,9w,,pickup,0
32,7,-0.15,0.9684910757595269,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",s,9w,,done,1
33,1,-0.02,0.9675225846837673,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
33,2,0.025,0.9675225846837673,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,10e,,pickup,0
33,3,0.025,0.9675225846837673,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,,pickup,0
33,4,-0.02,0.9675225846837673,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,9w,,pickup,0
33,5,0.025,0.9675225846837673,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
33,6,-0.02,0.9675225846837673,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,13s,,pickup,0
33,7,0.025,0.9675225846837673,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
33,8,-0.02,0.9675225846837673,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,13s,,pickup,0
33,9,0.025,0.9675225846837673,17e,21n,"{'r': '21s', 'l': '14n', 't': '17w'}",s,20s,,pickup,0
33,10,-0.02,0.9675225846837673,17w,21n,"{'r': '13n', 's': '16w', 'l': '20s', 't': '17e'}",r,21s,,pickup,0
33,11,0.025,0.9675225846837673,17e,21n,"{'r': '21s', 'l': '14n', 't': '17w'}",s,16w,,pickup,0
33,12,-0.02,0.9675225846837673,17w,21n,"{'r': '13n', 's': '16w', 'l': '20s', 't': '17e'}",t,17w,,pickup,0
33,13,-0.02,0.9675225846837673,16w,21n,"{'r': '12n', 's': '15w', 'l': '19s', 't': '16e'}",s,16w,"tensor([[-0.2416,  0.1601, -0.1433, -0.0616]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
33,14,0.025,0.9675225846837673,16e,21n,"{'r': '20s', 's': '17e', 'l': '13n', 't': '16w'}",r,12n,,pickup,0
33,15,-0.02,0.9675225846837673,16w,21n,"{'r': '12n', 's': '15w', 'l': '19s', 't': '16e'}",l,13n,,pickup,0
33,16,0.025,0.9675225846837673,16e,21n,"{'r': '20s', 's': '17e', 'l': '13n', 't': '16w'}",l,19s,,pickup,0
33,17,-0.02,0.9675225846837673,16w,21n,"{'r': '12n', 's': '15w', 'l': '19s', 't': '16e'}",s,17e,,pickup,0
33,18,0.025,0.9675225846837673,16e,21n,"{'r': '20s', 's': '17e', 'l': '13n', 't': '16w'}",r,12n,,pickup,0
33,19,-0.02,0.9675225846837673,16w,21n,"{'r': '12n', 's': '15w', 'l': '19s', 't': '16e'}",l,13n,,pickup,0
33,20,0.025,0.9675225846837673,16e,21n,"{'r': '20s', 's': '17e', 'l': '13n', 't': '16w'}",t,16e,,pickup,0
33,21,-0.15,0.9675225846837673,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,16e,,done,1
34,1,-0.02,0.9665550620990835,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,,pickup,0
34,2,-0.02,0.9665550620990835,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
34,3,0.025,0.9665550620990835,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
34,4,-0.02,0.9665550620990835,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
34,5,0.025,0.9665550620990835,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,"tensor([[-0.2769,  0.1610, -0.1190, -0.0396]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
34,6,-0.02,0.9665550620990835,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
34,7,-0.02,0.9665550620990835,8w,21n,"{'r': '4n', 'l': '11s', 't': '8e'}",t,9e,,pickup,0
34,8,-0.15,0.9665550620990835,8e,21n,"{'r': '12s', 's': '9e', 'l': '5n', 't': '8w'}",s,9e,,done,1
35,1,-0.02,0.9655885070369844,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
35,2,0,0.9655885070369844,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,13s,,pickup,0
35,3,-0.02,0.9655885070369844,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
35,4,0.025,0.9655885070369844,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,9w,,pickup,0
35,5,-0.02,0.9655885070369844,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,2w,,pickup,0
35,6,0.025,0.9655885070369844,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,13s,,pickup,0
35,7,-0.02,0.9655885070369844,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
35,8,0.025,0.9655885070369844,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,9w,,pickup,0
35,9,-0.02,0.9655885070369844,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
35,10,0.025,0.9655885070369844,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,9w,,pickup,0
35,11,-0.15,0.9655885070369844,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",s,9w,,done,1
36,1,-0.02,0.9646229185299474,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
36,2,0,0.9646229185299474,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,6n,,pickup,0
36,3,-0.02,0.9646229185299474,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
36,4,0.025,0.9646229185299474,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,10e,,pickup,0
36,5,-0.02,0.9646229185299474,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,2w,,pickup,0
36,6,0.025,0.9646229185299474,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,10e,,pickup,0
36,7,-0.02,0.9646229185299474,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,2w,,pickup,0
36,8,0.025,0.9646229185299474,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,6n,,pickup,0
36,9,-0.02,0.9646229185299474,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,,pickup,0
36,10,0.025,0.9646229185299474,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,6n,,pickup,0
36,11,-0.02,0.9646229185299474,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,2w,,pickup,0
36,12,0.025,0.9646229185299474,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,6n,,pickup,0
36,13,-0.02,0.9646229185299474,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,,pickup,0
36,14,0.025,0.9646229185299474,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",r,9w,,pickup,0
36,15,-0.15,0.9646229185299474,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",s,9w,,done,1
37,1,-0.02,0.9636582956114175,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
37,2,0.025,0.9636582956114175,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,10e,,pickup,0
37,3,0.025,0.9636582956114175,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,,pickup,0
37,4,-0.02,0.9636582956114175,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
37,5,0.025,0.9636582956114175,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,,pickup,0
37,6,-0.02,0.9636582956114175,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,9w,,pickup,0
37,7,0.025,0.9636582956114175,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,,pickup,0
37,8,-0.02,0.9636582956114175,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,9w,,pickup,0
37,9,0.025,0.9636582956114175,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
37,10,-0.02,0.9636582956114175,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,9w,,pickup,0
37,11,0.025,0.9636582956114175,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,"tensor([[-0.2438,  0.1583, -0.1337, -0.0658]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
37,12,-0.02,0.9636582956114175,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
37,13,0.025,0.9636582956114175,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",t,13n,,pickup,0
37,14,-0.02,0.9636582956114175,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
37,15,0.025,0.9636582956114175,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
37,16,-0.02,0.9636582956114175,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,"tensor([[-0.2377,  0.1600, -0.1450, -0.0732]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
37,17,0.025,0.9636582956114175,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",t,13n,,pickup,0
37,18,-0.02,0.9636582956114175,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,10e,,pickup,0
